Date,Close,y,m
9/21/2016,33.099998,2016,9
9/20/2016,32.689999,2016,9
9/19/2016,32.650002,2016,9
9/16/2016,32.549999,2016,9
9/15/2016,32.75,2016,9
9/14/2016,32.459999,2016,9
9/13/2016,32.459999,2016,9
9/12/2016,32.98,2016,9
9/9/2016,32.68,2016,9
9/8/2016,33.389999,2016,9
9/7/2016,33.48,2016,9
9/6/2016,33.439999,2016,9
9/2/2016,33.23,2016,9
9/1/2016,33.009998,2016,9
8/31/2016,32.959999,2016,8
8/30/2016,33.029999,2016,8
8/29/2016,33.09,2016,8
8/26/2016,32.950001,2016,8
8/25/2016,33.049999,2016,8
8/24/2016,33.09,2016,8
8/23/2016,33.23,2016,8
8/22/2016,33.150002,2016,8
8/19/2016,33.16,2016,8
8/18/2016,33.279999,2016,8
8/17/2016,33.150002,2016,8
8/16/2016,33.139999,2016,8
8/15/2016,33.259998,2016,8
8/12/2016,33.139999,2016,8
8/11/2016,33.169998,2016,8
8/10/2016,33.009998,2016,8
8/9/2016,33.02,2016,8
8/8/2016,32.91,2016,8
8/5/2016,32.889999,2016,8
8/4/2016,32.66,2016,8
8/3/2016,32.580002,2016,8
8/2/2016,32.57,2016,8
8/1/2016,32.75,2016,8
7/29/2016,32.830002,2016,7
7/28/2016,32.669998,2016,7
7/27/2016,32.639999,2016,7
7/26/2016,32.619999,2016,7
7/25/2016,32.549999,2016,7
7/22/2016,32.610001,2016,7
7/21/2016,32.529999,2016,7
7/20/2016,32.610001,2016,7
7/19/2016,32.450001,2016,7
7/18/2016,32.549999,2016,7
7/15/2016,32.48,2016,7
7/14/2016,32.540001,2016,7
7/13/2016,32.360001,2016,7
7/12/2016,32.360001,2016,7
7/11/2016,32.09,2016,7
7/8/2016,31.860001,2016,7
7/7/2016,31.450001,2016,7
7/6/2016,31.469999,2016,7
7/5/2016,31.4,2016,7
7/1/2016,31.719999,2016,7
6/30/2016,31.629999,2016,6
6/29/2016,31.25,2016,6
6/28/2016,30.75,2016,6
6/27/2016,30.18,2016,6
6/24/2016,30.74,2016,6
6/23/2016,32.18,2016,6
6/22/2016,31.700001,2016,6
6/21/2016,31.709999,2016,6
6/20/2016,31.6,2016,6
6/17/2016,31.24,2016,6
6/16/2016,31.200001,2016,6
6/15/2016,31.18,2016,6
6/14/2016,31.120001,2016,6
6/13/2016,31.299999,2016,6
6/10/2016,31.6,2016,6
6/9/2016,32.060001,2016,6
6/8/2016,32.220001,2016,6
6/7/2016,32.110001,2016,6
6/6/2016,31.969999,2016,6
6/3/2016,31.799999,2016,6
6/2/2016,31.74,2016,6
6/1/2016,31.68,2016,6
5/31/2016,31.629999,2016,5
5/27/2016,31.66,2016,5
5/26/2016,31.59,2016,5
5/25/2016,31.559999,2016,5
5/24/2016,31.309999,2016,5
5/23/2016,30.959999,2016,5
5/20/2016,31.02,2016,5
5/18/2016,30.959999,2016,5
5/17/2016,30.99,2016,5
5/16/2016,31.190001,2016,5
5/13/2016,30.93,2016,5
5/12/2016,31.17,2016,5
5/11/2016,31.200001,2016,5
5/10/2016,31.42,2016,5
5/9/2016,31.07,2016,5
5/6/2016,31.08,2016,5
5/5/2016,31.02,2016,5
5/4/2016,31.030001,2016,5
5/3/2016,31.27,2016,5
5/2/2016,31.639999,2016,5
4/29/2016,31.440001,2016,4
4/28/2016,31.58,2016,4
4/27/2016,31.809999,2016,4
4/26/2016,31.75,2016,4
4/25/2016,31.66,2016,4
4/22/2016,31.76,2016,4
4/21/2016,31.75,2016,4
4/20/2016,31.889999,2016,4
4/19/2016,31.9,2016,4
4/18/2016,31.67,2016,4
4/15/2016,31.5,2016,4
4/14/2016,31.51,2016,4
4/13/2016,31.51,2016,4
4/12/2016,31.129999,2016,4
4/11/2016,30.83,2016,4
4/8/2016,30.84,2016,4
4/7/2016,30.6,2016,4
4/6/2016,30.92,2016,4
4/5/2016,30.620001,2016,4
4/4/2016,30.98,2016,4
4/1/2016,31.07,2016,4
3/31/2016,31.07,2016,3
3/30/2016,31.15,2016,3
3/29/2016,30.98,2016,3
3/28/2016,30.67,2016,3
3/24/2016,30.610001,2016,3
3/23/2016,30.690001,2016,3
3/22/2016,30.92,2016,3
3/21/2016,30.950001,2016,3
3/18/2016,30.959999,2016,3
3/17/2016,30.870001,2016,3
3/16/2016,30.6,2016,3
3/15/2016,30.370001,2016,3
3/14/2016,30.549999,2016,3
3/11/2016,30.58,2016,3
3/10/2016,30.059999,2016,3
3/9/2016,30.07,2016,3
3/8/2016,29.950001,2016,3
3/7/2016,30.280001,2016,3
3/4/2016,30.24,2016,3
3/3/2016,30.08,2016,3
3/2/2016,29.879999,2016,3
3/1/2016,29.709999,2016,3
2/29/2016,29.1,2016,2
2/26/2016,29.219999,2016,2
2/25/2016,29.25,2016,2
2/24/2016,28.959999,2016,2
2/23/2016,28.92,2016,2
2/22/2016,29.27,2016,2
2/19/2016,28.92,2016,2
2/18/2016,28.940001,2016,2
2/17/2016,29.01,2016,2
2/16/2016,28.559999,2016,2
2/12/2016,28.09,2016,2
2/11/2016,27.68,2016,2
2/10/2016,28.040001,2016,2
2/9/2016,28.02,2016,2
2/8/2016,28.15,2016,2
2/5/2016,28.559999,2016,2
2/4/2016,29.01,2016,2
2/3/2016,28.9,2016,2
2/2/2016,28.77,2016,2
2/1/2016,29.280001,2016,2
1/29/2016,29.32,2016,1
1/28/2016,28.68,2016,1
1/27/2016,28.57,2016,1
1/26/2016,28.76,2016,1
1/25/2016,28.4,2016,1
1/22/2016,28.75,2016,1
1/21/2016,28.129999,2016,1
1/20/2016,28.030001,2016,1
1/19/2016,28.42,2016,1
1/15/2016,28.379999,2016,1
1/14/2016,29.02,2016,1
1/13/2016,28.719999,2016,1
1/12/2016,29.219999,2016,1
1/11/2016,29.07,2016,1
1/8/2016,29.120001,2016,1
1/7/2016,29.41,2016,1
1/6/2016,30.01,2016,1
1/5/2016,30.379999,2016,1
1/4/2016,30.370001,2016,1
12/31/2015,30.83,2015,12
12/30/2015,31.07,2015,12
12/29/2015,31.280001,2015,12
12/28/2015,31.6,2015,12
12/24/2015,31.68,2015,12
12/23/2015,31.73,2015,12
12/22/2015,31.33,2015,12
12/21/2015,31.129999,2015,12
12/18/2015,30.959999,2015,12
12/17/2015,31.32,2015,12
12/16/2015,31.639999,2015,12
12/15/2015,31.23,2015,12
12/14/2015,30.950001,2015,12
12/11/2015,30.92,2015,12
12/10/2015,31.459999,2015,12
12/9/2015,31.43,2015,12
12/8/2015,31.6,2015,12
12/7/2015,31.870001,2015,12
12/4/2015,32.099998,2015,12
12/3/2015,31.73,2015,12
12/2/2015,32.060001,2015,12
12/1/2015,32.349998,2015,12
11/30/2015,32.029999,2015,11
11/27/2015,32.150002,2015,11
11/25/2015,32.150002,2015,11
11/24/2015,32.119999,2015,11
11/23/2015,32.09,2015,11
11/20/2015,32.150002,2015,11
11/19/2015,32.09,2015,11
11/18/2015,32.02,2015,11
11/17/2015,31.67,2015,11
11/16/2015,31.629999,2015,11
11/13/2015,31.309999,2015,11
11/12/2015,31.58,2015,11
11/11/2015,31.940001,2015,11
11/10/2015,31.969999,2015,11
11/9/2015,31.969999,2015,11
11/6/2015,32.25,2015,11
11/5/2015,32.349998,2015,11
11/4/2015,32.380001,2015,11
11/3/2015,32.48,2015,11
11/2/2015,32.41,2015,11
10/30/2015,32.099998,2015,10
10/29/2015,32.18,2015,10
10/28/2015,32.32,2015,10
10/27/2015,32.029999,2015,10
10/26/2015,32.189999,2015,10
10/23/2015,32.27,2015,10
10/22/2015,32,2015,10
10/21/2015,31.620001,2015,10
10/20/2015,31.780001,2015,10
10/19/2015,31.84,2015,10
10/16/2015,31.870001,2015,10
10/15/2015,31.82,2015,10
10/14/2015,31.360001,2015,10
10/13/2015,31.440001,2015,10
10/12/2015,31.700001,2015,10
10/9/2015,31.690001,2015,10
10/8/2015,31.620001,2015,10
10/7/2015,31.389999,2015,10
10/6/2015,31.110001,2015,10
10/5/2015,31.120001,2015,10
10/2/2015,30.6,2015,10
10/1/2015,30.190001,2015,10
9/30/2015,30.139999,2015,9
9/29/2015,29.610001,2015,9
9/28/2015,29.639999,2015,9
9/25/2015,30.26,2015,9
9/24/2015,30.219999,2015,9
9/23/2015,30.33,2015,9
9/22/2015,30.440001,2015,9
9/21/2015,30.889999,2015,9
9/18/2015,30.84,2015,9
9/17/2015,31.32,2015,9
9/16/2015,31.309999,2015,9
9/15/2015,31,2015,9
9/14/2015,30.74,2015,9
9/11/2015,30.85,2015,9
9/10/2015,30.77,2015,9
9/9/2015,30.67,2015,9
9/8/2015,30.870001,2015,9
9/4/2015,30.23,2015,9
9/3/2015,30.68,2015,9
9/2/2015,30.629999,2015,9
9/1/2015,30.23,2015,9
8/31/2015,31.040001,2015,8
8/28/2015,31.25,2015,8
8/27/2015,31.200001,2015,8
8/26/2015,30.59,2015,8
8/25/2015,29.82,2015,8
8/24/2015,29.91,2015,8
8/21/2015,31.02,2015,8
8/20/2015,31.780001,2015,8
8/19/2015,32.389999,2015,8
8/18/2015,32.639999,2015,8
8/17/2015,32.77,2015,8
8/14/2015,32.68,2015,8
8/13/2015,32.619999,2015,8
8/12/2015,32.639999,2015,8
8/11/2015,32.73,2015,8
8/10/2015,33.060001,2015,8
8/7/2015,32.689999,2015,8
8/6/2015,32.77,2015,8
8/5/2015,32.950001,2015,8
8/4/2015,32.849998,2015,8
8/3/2015,32.889999,2015,8
7/31/2015,32.990002,2015,7
7/30/2015,32.93,2015,7
7/29/2015,32.939999,2015,7
7/28/2015,32.75,2015,7
7/27/2015,32.439999,2015,7
7/24/2015,32.669998,2015,7
7/23/2015,33,2015,7
7/22/2015,33.130001,2015,7
7/21/2015,33.25,2015,7
7/20/2015,33.330002,2015,7
7/17/2015,33.360001,2015,7
7/16/2015,33.369999,2015,7
7/15/2015,33.139999,2015,7
7/14/2015,33.220001,2015,7
7/13/2015,33.060001,2015,7
7/10/2015,32.790001,2015,7
7/9/2015,32.299999,2015,7
7/8/2015,32.119999,2015,7
7/7/2015,32.650002,2015,7
7/6/2015,32.619999,2015,7
7/2/2015,32.91,2015,7
7/1/2015,32.919998,2015,7
6/30/2015,32.759998,2015,6
6/29/2015,32.689999,2015,6
6/26/2015,33.360001,2015,6
6/25/2015,33.419998,2015,6
6/24/2015,33.48,2015,6
6/23/2015,33.68,2015,6
6/22/2015,33.630001,2015,6
6/19/2015,33.34,2015,6
6/18/2015,33.459999,2015,6
6/17/2015,33.209999,2015,6
6/16/2015,33.16,2015,6
6/15/2015,33.049999,2015,6
6/12/2015,33.209999,2015,6
6/11/2015,33.400002,2015,6
6/10/2015,33.330002,2015,6
6/9/2015,32.919998,2015,6
6/8/2015,33,2015,6
6/5/2015,33.139999,2015,6
6/4/2015,33.259998,2015,6
6/3/2015,33.540001,2015,6
6/2/2015,33.459999,2015,6
6/1/2015,33.43,2015,6
5/29/2015,33.43,2015,5
5/28/2015,33.630001,2015,5
5/27/2015,33.700001,2015,5
5/26/2015,33.439999,2015,5
5/22/2015,33.799999,2015,5
5/21/2015,33.900002,2015,5
5/20/2015,33.82,2015,5
5/19/2015,33.82,2015,5
5/18/2015,33.869999,2015,5
5/15/2015,33.84,2015,5
5/14/2015,33.779999,2015,5
5/13/2015,33.470001,2015,5
5/12/2015,33.41,2015,5
5/11/2015,33.48,2015,5
5/8/2015,33.639999,2015,5
5/7/2015,33.200001,2015,5
5/6/2015,33.150002,2015,5
5/5/2015,33.220001,2015,5
5/4/2015,33.580002,2015,5
5/1/2015,33.52,2015,5
4/30/2015,33.290001,2015,4
4/29/2015,33.599998,2015,4
4/28/2015,33.77,2015,4
4/27/2015,33.720001,2015,4
4/24/2015,33.77,2015,4
4/23/2015,33.68,2015,4
4/22/2015,33.57,2015,4
4/21/2015,33.459999,2015,4
4/20/2015,33.41,2015,4
4/17/2015,33.240002,2015,4
4/16/2015,33.599998,2015,4
4/15/2015,33.580002,2015,4
4/14/2015,33.41,2015,4
4/13/2015,33.32,2015,4
4/10/2015,33.419998,2015,4
4/9/2015,33.310001,2015,4
4/8/2015,33.209999,2015,4
4/7/2015,33.080002,2015,4
4/6/2015,33.119999,2015,4
4/2/2015,32.889999,2015,4
4/1/2015,32.73,2015,4
3/31/2015,32.740002,2015,3
3/30/2015,32.990002,2015,3
3/27/2015,32.700001,2015,3
3/26/2015,32.619999,2015,3
3/25/2015,32.75,2015,3
3/24/2015,33.139999,2015,3
3/23/2015,33.240002,2015,3
3/20/2015,33.23,2015,3
3/19/2015,32.869999,2015,3
3/18/2015,33.07,2015,3
3/17/2015,32.619999,2015,3
3/16/2015,32.669998,2015,3
3/13/2015,32.32,2015,3
3/12/2015,32.509998,2015,3
3/11/2015,32.150002,2015,3
3/10/2015,32.130001,2015,3
3/9/2015,32.630001,2015,3
3/6/2015,32.560001,2015,3
3/5/2015,32.970001,2015,3
3/4/2015,32.93,2015,3
3/3/2015,33.049999,2015,3
3/2/2015,33.200001,2015,3
2/27/2015,33.080002,2015,2
2/26/2015,33.130001,2015,2
2/25/2015,33.189999,2015,2
2/24/2015,33.169998,2015,2
2/23/2015,33.060001,2015,2
2/20/2015,33.080002,2015,2
2/19/2015,32.900002,2015,2
2/18/2015,32.91,2015,2
2/17/2015,32.860001,2015,2
2/13/2015,32.82,2015,2
2/12/2015,32.66,2015,2
2/11/2015,32.330002,2015,2
2/10/2015,32.369999,2015,2
2/9/2015,32.119999,2015,2
2/6/2015,32.25,2015,2
2/5/2015,32.43,2015,2
2/4/2015,32.119999,2015,2
2/3/2015,32.25,2015,2
2/2/2015,31.84,2015,2
1/30/2015,31.51,2015,1
1/29/2015,31.870001,2015,1
1/28/2015,31.629999,2015,1
1/27/2015,31.98,2015,1
1/26/2015,32.220001,2015,1
1/23/2015,32.07,2015,1
1/22/2015,32.18,2015,1
1/21/2015,31.82,2015,1
1/20/2015,31.67,2015,1
1/16/2015,31.629999,2015,1
1/15/2015,31.299999,2015,1
1/14/2015,31.440001,2015,1
1/13/2015,31.57,2015,1
1/12/2015,31.58,2015,1
1/9/2015,31.74,2015,1
1/8/2015,31.940001,2015,1
1/7/2015,31.469999,2015,1
1/6/2015,31.17,2015,1
1/5/2015,31.43,2015,1
1/2/2015,31.950001,2015,1
12/31/2014,31.98,2014,12
12/30/2014,32.200001,2014,12
12/29/2014,32.349998,2014,12
12/26/2014,32.889999,2014,12
12/24/2014,32.779999,2014,12
12/23/2014,32.759998,2014,12
12/22/2014,32.759998,2014,12
12/19/2014,32.630001,2014,12
12/18/2014,32.52,2014,12
12/17/2014,31.9,2014,12
12/16/2014,31.41,2014,12
12/15/2014,31.51,2014,12
12/12/2014,31.790001,2014,12
12/11/2014,32.23,2014,12
12/10/2014,32.16,2014,12
12/9/2014,32.610001,2014,12
12/8/2014,32.619999,2014,12
12/5/2014,32.860001,2014,12
12/4/2014,32.82,2014,12
12/3/2014,32.869999,2014,12
12/2/2014,32.77,2014,12
12/1/2014,32.630001,2014,12
11/28/2014,32.849998,2014,11
11/26/2014,33.009998,2014,11
11/25/2014,32.919998,2014,11
11/24/2014,32.919998,2014,11
11/21/2014,32.799999,2014,11
11/20/2014,32.610001,2014,11
11/19/2014,32.560001,2014,11
11/18/2014,32.639999,2014,11
11/17/2014,32.450001,2014,11
11/14/2014,32.5,2014,11
11/13/2014,32.459999,2014,11
11/12/2014,32.450001,2014,11
11/11/2014,32.5,2014,11
11/10/2014,32.439999,2014,11
11/7/2014,32.34,2014,11
11/6/2014,32.310001,2014,11
11/5/2014,32.279999,2014,11
11/4/2014,32.16,2014,11
11/3/2014,32.290001,2014,11
10/31/2014,32.360001,2014,10
10/30/2014,32,2014,10
10/29/2014,31.82,2014,10
10/28/2014,31.889999,2014,10
10/27/2014,31.51,2014,10
10/24/2014,31.58,2014,10
10/23/2014,31.43,2014,10
10/22/2014,31.120001,2014,10
10/21/2014,31.33,2014,10
10/20/2014,30.860001,2014,10
10/17/2014,30.620001,2014,10
10/16/2014,30.299999,2014,10
10/15/2014,30.299999,2014,10
10/14/2014,30.459999,2014,10
10/13/2014,30.389999,2014,10
10/10/2014,30.700001,2014,10
10/9/2014,31.08,2014,10
10/8/2014,31.68,2014,10
10/7/2014,31.25,2014,10
10/6/2014,31.639999,2014,10
10/3/2014,31.629999,2014,10
10/2/2014,31.4,2014,10
10/1/2014,31.450001,2014,10
9/30/2014,31.799999,2014,9
9/29/2014,31.92,2014,9
9/26/2014,32.049999,2014,9
9/25/2014,31.83,2014,9
9/24/2014,32.279999,2014,9
9/23/2014,32.080002,2014,9
9/22/2014,32.27,2014,9
9/19/2014,32.52,2014,9
9/18/2014,32.59,2014,9
9/17/2014,32.439999,2014,9
9/16/2014,32.459999,2014,9
9/15/2014,32.290001,2014,9
9/12/2014,32.349998,2014,9
9/11/2014,32.52,2014,9
9/10/2014,32.529999,2014,9
9/9/2014,32.450001,2014,9
9/8/2014,32.639999,2014,9
9/5/2014,32.77,2014,9
9/4/2014,32.66,2014,9
9/3/2014,32.75,2014,9
9/2/2014,32.700001,2014,9
8/29/2014,32.700001,2014,8
8/28/2014,32.619999,2014,8
8/27/2014,32.700001,2014,8
8/26/2014,32.66,2014,8
8/25/2014,32.599998,2014,8
8/22/2014,32.459999,2014,8
8/21/2014,32.52,2014,8
8/20/2014,32.43,2014,8
8/19/2014,32.419998,2014,8
8/18/2014,32.290001,2014,8
8/15/2014,32.060001,2014,8
8/14/2014,32.049999,2014,8
8/13/2014,31.93,2014,8
8/12/2014,31.73,2014,8
8/11/2014,31.780001,2014,8
8/8/2014,31.65,2014,8
8/7/2014,31.4,2014,8
8/6/2014,31.559999,2014,8
8/5/2014,31.58,2014,8
8/4/2014,31.85,2014,8
8/1/2014,31.66,2014,8
7/31/2014,31.75,2014,7
7/30/2014,32.299999,2014,7
7/29/2014,32.299999,2014,7
7/28/2014,32.400002,2014,7
7/25/2014,32.389999,2014,7
7/24/2014,32.529999,2014,7
7/23/2014,32.52,2014,7
7/22/2014,32.459999,2014,7
7/21/2014,32.290001,2014,7
7/18/2014,32.369999,2014,7
7/17/2014,32.09,2014,7
7/16/2014,32.41,2014,7
7/15/2014,32.279999,2014,7
7/14/2014,32.380001,2014,7
7/11/2014,32.23,2014,7
7/10/2014,32.200001,2014,7
7/9/2014,32.360001,2014,7
7/8/2014,32.259998,2014,7
7/7/2014,32.470001,2014,7
7/3/2014,32.639999,2014,7
7/2/2014,32.5,2014,7
7/1/2014,32.490002,2014,7
6/30/2014,32.290001,2014,6
6/27/2014,32.259998,2014,6
6/26/2014,32.200001,2014,6
6/25/2014,32.189999,2014,6
6/24/2014,32.080002,2014,6
6/23/2014,32.259998,2014,6
6/20/2014,32.290001,2014,6
6/19/2014,32.25,2014,6
6/18/2014,32.200001,2014,6
6/17/2014,31.98,2014,6
6/16/2014,31.92,2014,6
6/13/2014,31.92,2014,6
6/12/2014,31.85,2014,6
6/11/2014,31.969999,2014,6
6/10/2014,32.07,2014,6
6/9/2014,32.080002,2014,6
6/6/2014,32.049999,2014,6
6/5/2014,31.9,2014,6
6/4/2014,31.690001,2014,6
6/3/2014,31.639999,2014,6
6/2/2014,31.66,2014,6
5/30/2014,31.629999,2014,5
5/29/2014,31.629999,2014,5
5/28/2014,31.49,2014,5
5/27/2014,31.52,2014,5
5/23/2014,31.35,2014,5
5/22/2014,31.219999,2014,5
5/21/2014,31.139999,2014,5
5/20/2014,30.92,2014,5
5/19/2014,31.110001,2014,5
5/16/2014,31.030001,2014,5
5/15/2014,30.940001,2014,5
5/14/2014,31.15,2014,5
5/13/2014,31.24,2014,5
5/12/2014,31.23,2014,5
5/9/2014,30.969999,2014,5
5/8/2014,30.93,2014,5
5/7/2014,30.98,2014,5
5/6/2014,30.870001,2014,5
5/5/2014,31.059999,2014,5
5/2/2014,31.040001,2014,5
5/1/2014,31.040001,2014,5
4/30/2014,31.02,2014,4
4/29/2014,30.92,2014,4
4/28/2014,30.77,2014,4
4/25/2014,30.709999,2014,4
4/24/2014,30.959999,2014,4
4/23/2014,30.93,2014,4
4/22/2014,31.01,2014,4
4/21/2014,30.860001,2014,4
4/17/2014,30.780001,2014,4
4/16/2014,30.719999,2014,4
4/15/2014,30.43,2014,4
4/14/2014,30.360001,2014,4
4/11/2014,30.18,2014,4
4/10/2014,30.43,2014,4
4/9/2014,30.969999,2014,4
4/8/2014,30.65,2014,4
4/7/2014,30.530001,2014,4
4/4/2014,30.790001,2014,4
4/3/2014,31.07,2014,4
4/2/2014,31.139999,2014,4
4/1/2014,31.08,2014,4
3/31/2014,30.870001,2014,3
3/28/2014,30.629999,2014,3
3/27/2014,30.49,2014,3
3/26/2014,30.469999,2014,3
3/25/2014,30.620001,2014,3
3/24/2014,30.48,2014,3
3/21/2014,30.57,2014,3
3/20/2014,30.639999,2014,3
3/19/2014,30.559999,2014,3
3/18/2014,30.790001,2014,3
3/17/2014,30.58,2014,3
3/14/2014,30.32,2014,3
3/13/2014,30.379999,2014,3
3/12/2014,30.709999,2014,3
3/11/2014,30.719999,2014,3
3/10/2014,30.870001,2014,3
3/7/2014,30.93,2014,3
3/6/2014,30.98,2014,3
3/5/2014,30.889999,2014,3
3/4/2014,30.889999,2014,3
3/3/2014,30.450001,2014,3
2/28/2014,30.73,2014,2
2/27/2014,30.67,2014,2
2/26/2014,30.530001,2014,2
2/25/2014,30.540001,2014,2
2/24/2014,30.57,2014,2
2/21/2014,30.389999,2014,2
2/20/2014,30.389999,2014,2
2/19/2014,30.24,2014,2
2/18/2014,30.41,2014,2
2/14/2014,30.309999,2014,2
2/13/2014,30.18,2014,2
2/12/2014,30.030001,2014,2
2/11/2014,29.99,2014,2
2/10/2014,29.690001,2014,2
2/7/2014,29.68,2014,2
2/6/2014,29.34,2014,2
2/5/2014,28.98,2014,2
2/4/2014,29.02,2014,2
2/3/2014,28.85,2014,2
1/31/2014,29.42,2014,1
1/30/2014,29.610001,2014,1
1/29/2014,29.360001,2014,1
1/28/2014,29.610001,2014,1
1/27/2014,29.41,2014,1
1/24/2014,29.6,2014,1
1/23/2014,30.200001,2014,1
1/22/2014,30.41,2014,1
1/21/2014,30.379999,2014,1
1/17/2014,30.290001,2014,1
1/16/2014,30.389999,2014,1
1/15/2014,30.4,2014,1
1/14/2014,30.280001,2014,1
1/13/2014,30.02,2014,1
1/10/2014,30.299999,2014,1
1/9/2014,30.16,2014,1
1/8/2014,30.16,2014,1
1/7/2014,30.17,2014,1
1/6/2014,30.01,2014,1
1/3/2014,30.08,2014,1
1/2/2014,30.08,2014,1
12/31/2013,30.35,2013,12
12/30/2013,30.27,2013,12
12/27/2013,30.219999,2013,12
12/26/2013,30.15,2013,12
12/24/2013,30.549999,2013,12
12/23/2013,30.49,2013,12
12/20/2013,30.32,2013,12
12/19/2013,30.15,2013,12
12/18/2013,30.18,2013,12
12/17/2013,29.799999,2013,12
12/16/2013,29.870001,2013,12
12/13/2013,29.700001,2013,12
12/12/2013,29.690001,2013,12
12/11/2013,29.790001,2013,12
12/10/2013,30.1,2013,12
12/9/2013,30.18,2013,12
12/6/2013,30.129999,2013,12
12/5/2013,29.85,2013,12
12/4/2013,29.940001,2013,12
12/3/2013,30.01,2013,12
12/2/2013,30.139999,2013,12
11/29/2013,30.25,2013,11
11/27/2013,30.23,2013,11
11/26/2013,30.16,2013,11
11/25/2013,30.139999,2013,11
11/22/2013,30.190001,2013,11
11/21/2013,30.059999,2013,11
11/20/2013,29.870001,2013,11
11/19/2013,30,2013,11
11/18/2013,30.07,2013,11
11/15/2013,30.129999,2013,11
11/14/2013,29.98,2013,11
11/13/2013,29.84,2013,11
11/12/2013,29.66,2013,11
11/11/2013,29.719999,2013,11
11/8/2013,29.709999,2013,11
11/7/2013,29.450001,2013,11
11/6/2013,29.809999,2013,11
11/5/2013,29.700001,2013,11
11/4/2013,29.82,2013,11
11/1/2013,29.709999,2013,11
10/31/2013,29.709999,2013,10
10/30/2013,29.82,2013,10
10/29/2013,29.950001,2013,10
10/28/2013,29.84,2013,10
10/25/2013,29.83,2013,10
10/24/2013,29.780001,2013,10
10/23/2013,29.68,2013,10
10/22/2013,29.85,2013,10
10/21/2013,29.67,2013,10
10/18/2013,29.66,2013,10
10/17/2013,29.49,2013,10
10/16/2013,29.26,2013,10
10/15/2013,28.940001,2013,10
10/14/2013,29.1,2013,10
10/11/2013,29.01,2013,10
10/10/2013,28.83,2013,10
10/9/2013,28.32,2013,10
10/8/2013,28.299999,2013,10
10/7/2013,28.59,2013,10
10/4/2013,28.809999,2013,10
10/3/2013,28.67,2013,10
10/2/2013,28.860001,2013,10
10/1/2013,28.879999,2013,10
9/30/2013,28.67,2013,9
9/27/2013,28.809999,2013,9
9/26/2013,28.9,2013,9
9/25/2013,28.809999,2013,9
9/24/2013,28.84,2013,9
9/23/2013,28.870001,2013,9
9/20/2013,28.950001,2013,9
9/19/2013,29.139999,2013,9
9/18/2013,29.190001,2013,9
9/17/2013,28.780001,2013,9
9/16/2013,28.67,2013,9
9/13/2013,28.51,2013,9
9/12/2013,28.440001,2013,9
9/11/2013,28.549999,2013,9
9/10/2013,28.450001,2013,9
9/9/2013,28.24,2013,9
9/6/2013,27.940001,2013,9
9/5/2013,27.870001,2013,9
9/4/2013,27.84,2013,9
9/3/2013,27.65,2013,9
8/30/2013,27.48,2013,8
8/29/2013,27.6,2013,8
8/28/2013,27.530001,2013,8
8/27/2013,27.51,2013,8
8/26/2013,27.91,2013,8
